url,title,slug,pub_id,author,script_type,script_access,version,likes,views,comments,created_at,page,description
https://www.tradingview.com/script/9DTitbS6-Adaptive-Support-Resistance/,Adaptive Support Resistance,9DTitbS6-Adaptive-Support-Resistance,PUB;c163e0ec631945beb24588c717369fc8,Forex_Market_Insights,indicator,1,1,382,0,4,2026-07-24T08:10:07+00:00,1,"ADAPTIVE SUPPORT RESISTANCE www.tradingview.com  OVERVIEW  Adaptive Support Resistance maps the price areas where a market has actually turned, scores each one for genuine strength, draws it as a zone rather than a line, follows it through its whole life including the moment it breaks and changes role, and then reports how often levels of that strength have really held on the chart you are looking at.  It is built around one principle: every number this tool produces must mean the same thing on "
https://www.tradingview.com/script/73fIFFEV-Reactive-Trail-System-WillyAlgoTrader/,Reactive Trail System [WillyAlgoTrader],73fIFFEV-Reactive-Trail-System-WillyAlgoTrader,PUB;e7c6185d21ae45bcbef399aed5ff50a7,WillyAlgoTrader,indicator,1,1,1705,0,16,2026-07-23T17:45:52+00:00,1,"📊 Reactive Trail System (RTS)  is an overlay trend-following indicator that combines a momentum-adaptive trailing stop, a dual volatility engine, a 0–100 signal quality score, and a complete trade-management layer (Entry / SL / TP1–TP3 / break-even) — all tracked live on a sectioned dashboard with win-rate statistics.  The core insight: a trailing stop should not have a fixed width. When momentum is strong, price moves cleanly and the trail can hug price to lock in profit. When momentum fades, p"
https://www.tradingview.com/script/3XE8qqfr-Directional-Volume-Shapes-Zeiierman/,Directional Volume Shapes (Zeiierman),3XE8qqfr-Directional-Volume-Shapes-Zeiierman,PUB;e34ee6d48a3442009b22dcfbd252dd52,Zeiierman,indicator,1,1,206,0,0,2026-07-24T09:53:21+00:00,1,"█  Overview   Directional Volume Shapes (Zeiierman)  is a regime-classification oscillator that reframes volume analysis around a different question: not simply “how much volume traded,” but “what statistical shape has directional pressure been forming, and which way is it leaning?”  Instead of plotting raw buy and sell volume bar by bar, the indicator scores each candle for directional pressure using a triangular intrabar distribution model. It collects those scores in a rolling window, classif"
https://www.tradingview.com/script/nsTNb4a3-Recursive-Kernel-Trend-QuantAlgo/,Recursive Kernel Trend [QuantAlgo],nsTNb4a3-Recursive-Kernel-Trend-QuantAlgo,PUB;d09d3a9d5bbf4408b26f4f35fd22f2b8,QuantAlgo,indicator,1,1,164,0,2,2026-07-24T03:59:01+00:00,1,"🟢 Overview   The  Recursive Kernel Trend  is a trend-following indicator built on a recursive residual estimator with adaptive rate scheduling. It applies one of six selectable filter structures to a residual-corrected recursion, modulates the update rate according to efficiency and volatility conditions, and confirms directional state through slope persistence. The result is a responsive yet controlled trend line that adapts its tracking behavior to market regime while filtering noise-driven fl"
https://www.tradingview.com/script/ufMHeB9Z-Regime-Blocks/,Regime Blocks,ufMHeB9Z-Regime-Blocks,PUB;a25640e03792487596f78f0d8bf989b0,MarketStructureLab,indicator,1,1,152,0,0,2026-07-24T05:22:07+00:00,1,  Regime Blocks is a market-structure visualization tool that converts confirmed structural breaks into sequential bullish and bearish price-range blocks. The indicator helps answer three practical questions directly on the chart: 1. Which structural regime is currently active? 2. How long has the current regime remained active? 3. What price range has developed within the regime? The main purpose of Regime Blocks is to present price movement as a clear visual map of bullish and bearish structur
https://www.tradingview.com/script/VMrfABUc-Market-Structure-Shift-JOAT/,Market Structure Shift [JOAT],VMrfABUc-Market-Structure-Shift-JOAT,PUB;e0b557b3a72b4a4eacf9335f3c010e9b,officialjackofalltrades,indicator,1,1,112,0,0,2026-07-24T15:03:28+00:00,1,"═══ MARKET STRUCTURE SHIFT   ═══   A complete Smart Money Concepts structure engine that reads the market the way institutional flow moves it — mapping every  swing  and  internal  shift, tagging each break as  BOS  (continuation) or  CHoCH  (reversal), then layering liquidity, premium/discount context, and a structure-anchored risk plan on top. It turns raw price action into a clean, labelled map of who is in control and where the shift happens.       ▎ WHAT IT DOES  MSS tracks confirmed pivots"
https://www.tradingview.com/script/fj357cmt/,Market Compass - Dynamic Range Framework,fj357cmt,PUB;ca53d4c6d6b54643ba69da305b7034ab,william_wq,indicator,1,2,38,0,3,2026-07-24T15:25:57+00:00,1,"Hello English readers, the English version is provided below. Please scroll down to view it.      Market Compass - Dynamic Range Framework   市场指南针 · 动态区间框架   版本：1.0 | 类型：非预测性价格结构定位工具 | 作者：     绝大多数交易亏损，根源并非方向判断错误，而是  “位置感”的缺失 。本指标旨在为您解决这一核心痛点——它不告诉您涨跌，但它告诉您  “此时此刻，价格在地图上的精确坐标” 。  ---     本指标并非传统的均线或动量振荡器，而是一个  基于固定回溯周期的价格百分位区间定位系统 。它以最近 N 根 K 线（默认 252 根，对应约 1 个交易年度）的最高价与最低价为天然边界，构建出一个覆盖 0% 至 100% 的 动态箱体网格 。  该网格并非平均分割，而是采用  非对称的黄金分割与极值锚定法 ，精确定制了 9 条关键水平轨道。这些轨道以彩色矩形色带和右侧实时浮动标签的形式，干净利落地叠加于主图 K 线之上"
https://www.tradingview.com/script/GmNIzKD0-Liquidity-Sweep-Reversal-JOAT/,Liquidity Sweep Reversal [JOAT],GmNIzKD0-Liquidity-Sweep-Reversal-JOAT,PUB;1c7b8e67771e4bc49b503d9a98b3431b,officialjackofalltrades,indicator,1,1,381,0,0,2026-07-23T14:59:18+00:00,1,"═══ LIQUIDITY SWEEP REVERSAL   ═══    Liquidity Sweep Reversal   hunts the stop-run. Price wicks beyond a prior swing high or low to grab resting liquidity, then snaps back inside — and that reclaim is where the reversal often begins. This tool tracks those levels, validates the sweep, and frames a complete trade with stop, targets and live outcome stats. 🎯       ▎ WHAT IT DOES  It maps recent  swing highs  and  swing lows  as liquidity pools, watches for a candle to pierce one and then close ba"
https://www.tradingview.com/script/fU13VFoj-Kalman-Filter-Optimized-RSI/,Kalman Filter-Optimized RSI,fU13VFoj-Kalman-Filter-Optimized-RSI,PUB;457ea34361334c5da366d30e04b76251,markchunwaipaul,indicator,1,1,63,0,0,2026-07-24T08:32:03+00:00,1,"Kalman Filter-Optimized RSI   How to Use: This indicator is designed for the 1-minute chart and is particularly suitable for trading E-mini S&P 500 futures (ES).  -	When the Kalman Filter-Optimized RSI crosses above 70 and remains above 70 for 10 minutes, it indicates that the market trend has become very strong. Traders may consider entering a long position in the direction of the trend. -	When the Kalman Filter-Optimized RSI crosses below 30 and remains below 30 for 10 minutes, it indicates th"
https://www.tradingview.com/script/7YXrxMjV-Terminal-Velocity-Stop-Lyro-RS/,Terminal Velocity Stop | Lyro RS,7YXrxMjV-Terminal-Velocity-Stop-Lyro-RS,PUB;e4b3de3ee1cf40b9b4e64b108d853759,LyroRS,indicator,1,1,143,0,0,2026-07-23T23:23:59+00:00,1,"Overview:   Terminal Velocity Stop is an ATR-based trailing stop that borrows a physics concept for its trailing logic: a falling object stops accelerating once it hits terminal velocity. Instead of letting a single vertical candle snap the stop right under price, this stop's per-bar movement is hard-capped at a maximum speed, so it keeps a controlled distance through violent moves and only closes the gap gradually once the market settles.   Key Features     ATR-Based Stop Targeting: Calculates "
https://www.tradingview.com/script/AXJ9pP3Q-Quantum-Vision-Pro-v6-JFT/,Quantum Vision Pro v6 [JFT],AXJ9pP3Q-Quantum-Vision-Pro-v6-JFT,PUB;31a15e284ec044e2a90e3be8e4461edd,JohnsonForexTrader,indicator,1,1,121,0,0,2026-07-24T06:32:11+00:00,1,"◆ OVERVIEW Quantum Vision Pro v6 combines advanced trend analysis, market structure, momentum strength, and dynamic trade levels into one powerful dashboard. It helps traders identify cleaner market direction and potential opportunities with a professional visual interface.  ◆ FEATURES ✓ Advanced Trend Detection Engine ✓ Premium Market Dashboard ✓ Dynamic Trend Ribbon ✓ Buy & Sell Signal System ✓ Confidence Strength Meter ✓ Auto Stop Loss & Take Profit Levels ✓ Market Structure Break (BOS) Detec"
https://www.tradingview.com/script/LStt7FmQ-Buy-and-Sell-Zones/,Buy and Sell Zones,LStt7FmQ-Buy-and-Sell-Zones,PUB;a37b2a81f04342c09c985689eb3500f2,notyet1826,indicator,1,1,69,0,1,2026-07-24T13:48:16+00:00,1,Buy zone and Sell zones these zones originated from my own which is bit more accurate than my own.Each zone uses a full candle.Recommended TimeFrame is 15Minute and 5minutes can be used but not recommended.It is Best paired with trend detection Indicators
https://www.tradingview.com/script/Gk3GZOEu-PO3-Matrix-M1D/,PO3 Matrix+ (M1D),Gk3GZOEu-PO3-Matrix-M1D,PUB;b87d1d4b1f5c47e2b76214c80ea3af6b,mayb1dayy,indicator,1,1,223,0,2,2026-07-23T15:51:30+00:00,1,"PO3 Matrix+ (M1D)   Projects the recent candles of a chosen higher timeframe as a compact candle matrix beside live price, then marks the liquidity events, structure and PD array context that develop on that timeframe — taken swings, structure shifts, fair value gaps, previous-day levels, and cross-market divergence. The intent is to read higher-timeframe conditions without leaving the execution chart, and to keep every drawn element sourced from the same data so nothing drifts out of step.   ──"
https://www.tradingview.com/script/NN1GybOu-Trend-Direction-Buy-Sell-Signals/,Trend Direction Buy/Sell Signals,NN1GybOu-Trend-Direction-Buy-Sell-Signals,PUB;f6b9cfb194a448dc8f73b94a0fd7ca46,ExpertTraderASK,indicator,1,1,72,0,0,2026-07-24T08:23:51+00:00,1,"Trend Direction Buy/Sell Signals  This indicator is designed to help traders identify the market trend and highlight potential Buy and Sell opportunities using EMA crossover logic. It provides a clean and simple visual approach for traders who want to follow the trend instead of trading against it.  Features  - ✅ Automatic Buy & Sell signal arrows - ✅ Trend direction based on fast and slow EMAs - ✅ Easy-to-read chart visualization - ✅ Built-in alert conditions - ✅ Suitable for Forex, Crypto, Sto"
https://www.tradingview.com/script/qfwDkDxi-Quartermaster-Quadrants-VIZ/,Quartermaster Quadrants [VIZ],qfwDkDxi-Quartermaster-Quadrants-VIZ,PUB;ab7b52f0487e40aba08130d211953413,ViZiV,indicator,1,1,10,0,2,2026-07-25T02:32:19+00:00,1,"Quartermaster Quadrants    Overview  Most traders watch the session high and low. Far fewer watch what price does in the space between them — and that space is where most of the session's story actually plays out. Quartermaster Quadrants divides the current session's range into quarters and eighths to give you a live, self-adjusting map of exactly where price sits within the session, and how it behaves at the edges and the mid-zones.  As the session's high and low expand, every level, marker and"
https://www.tradingview.com/script/atlgwpfT-Percentage-Price-Oscillator-Navigator-MarkitTick/,Percentage Price Oscillator Navigator [MarkitTick],atlgwpfT-Percentage-Price-Oscillator-Navigator-MarkitTick,PUB;ba066a37256f43878b7e5cd4bc5703ec,MarkitTick,indicator,1,1,44,0,0,2026-07-25T07:20:43+00:00,1,"💡 A highly multi-dimensional momentum and trend-tracking suite. Rather than relying on singular data points, this comprehensive ecosystem fuses normalized momentum oscillators, dynamic volatility filters, and automated risk-management frameworks into a single, cohesive interface. Designed for meticulous market analysts, it provides a strictly confirmed, non-repainting environment to identify structural shifts, validate trend strength, and project actionable risk-to-reward parameters.   ● ✨ Origi"
https://www.tradingview.com/script/bveuaJty-Bull-Bears-Volume/,Bull & Bears Volume,bveuaJty-Bull-Bears-Volume,PUB;d53ca6a154c148e793757df8ca9ac9b0,Forex_Market_Insights,indicator,1,1,36,0,0,2026-07-24T10:52:18+00:00,1,"BULL AND BEARS VOLUME www.tradingview.com  OVERVIEW  Bull and Bears Volume answers one question: right now, across the data you care about, is activity flowing into buying or into selling.  It does that by splitting every bar's volume into an estimated buying portion and an estimated selling portion, then drawing those two portions as a pair of bars. Green for buying, red for selling. A row of those pairs becomes a dashboard you can read in about two seconds.  The dashboard has two modes. It can"
https://www.tradingview.com/script/hGp1fTsw-Session-Runway-Volatility-Expansion-Matrix/,Session Runway & Volatility Expansion Matrix,hGp1fTsw-Session-Runway-Volatility-Expansion-Matrix,PUB;014c7b8e7b8c4c038ac055144f1c11b7,SlatinaTrades,indicator,1,1,6,0,2,2026-07-24T13:34:10+00:00,1,"🛫 Session Runway & Volatility Expansion Matrix — runway isn't one number. It's two, and they fail for different reasons.  Most session/exhaustion tools give you a single verdict: room left, or not. But a trade can run out of space (price already covered its expected range) or run out of time (the session's ending) — and those call for opposite responses. One says wait, the other says stand down. This tool splits them so you know which one you're looking at.  WHAT'S UNDER THE HOOD  📏 Average Sess"
https://www.tradingview.com/script/kwJgqwZe-Market-Sessions-Overview-Panel/,Market Sessions Overview Panel,kwJgqwZe-Market-Sessions-Overview-Panel,PUB;917e2f875a4d4f08858e8db8c499d224,Forex_Market_Insights,indicator,1,1,30,0,0,2026-07-24T10:18:10+00:00,1,"MARKET SESSIONS OVERVIEW PANEL www.tradingview.com   OVERVIEW  Foreign exchange and metals trade around the clock, but they do not trade the same way around the clock. Tokyo is typically quiet and range-bound. London brings the largest directional moves. New York carries the data releases. The window where London and New York overlap is the deepest liquidity of the day.  A chart that does not show you which session produced a move is hiding a large part of the explanation for that move.  Market "
