url,title,slug,pub_id,author,script_type,script_access,version,likes,views,comments,created_at,page,description
https://www.tradingview.com/script/ay5yUe8j-Public-Library-ChessTalk/,Public_Library_ChessTalk,ay5yUe8j-Public-Library-ChessTalk,PUB;ff03c84a9c4343ffae74759b6557b127,SimpleCryptoLife,library,1,1,2,0,0,2026-07-25T09:06:01+00:00,1,"This is where the  Chess  script keeps its trash talk. The library stores every line the computer can say, and decides when it speaks and which line it picks. It imports nothing, knows nothing about chess, and never calls `math.random()`.  There are eight kinds of occasion: the computer won material, it lost material, it promoted, it's still in its opening book, the game just started, it wins, it loses, or the game ends in a draw. Each occasion fires at its own rate, so the computer needles you "
https://www.tradingview.com/script/MJyvyn8y-Public-Library-ChessBook/,Public_Library_ChessBook,MJyvyn8y-Public-Library-ChessBook,PUB;a33250ea39be4083992e8eee7fe46236,SimpleCryptoLife,library,1,1,0,0,0,2026-07-25T09:04:37+00:00,1,"This library holds the opening book for the  Chess  script. It lives apart from the brain (ChessAI) so the openings can grow without republishing the logic. It imports nothing and contains no logic of its own beyond building the map.  Each entry pairs the moves played so far (both sides' moves, lowercase, one space between) with our reply, written the same way - so the key ""e2e4 e7e5"" answers with ""g1f3"". Some entries offer several replies separated by ""|"", and the consumer picks between them wi"
https://www.tradingview.com/script/GoLJedFv-Public-Library-ChessAI/,Public_Library_ChessAI,GoLJedFv-Public-Library-ChessAI,PUB;db4bfb67e861440fa3731b6db7b8c57c,SimpleCryptoLife,library,1,1,0,0,0,2026-07-25T09:03:07+00:00,1,"This library is the brain of the  Chess  script: a small chess opponent built on the ChessCore rules engine.  It is not a search engine. It is a  ladder  of ten rules that looks at one position, tries the rules in order, and plays the first that fires:  1. Mate in one 2. Opening book 3. Avoid checkmate 4. Defence 5. Win material 6. Safe check 7. Exchange when ahead 8. Endgame 9. Develop 10. Any other safe move   🟩  THE FORESEE   Before the ladder runs, a foresee stage takes every legal move and "
https://www.tradingview.com/script/ZrpIHkeC-Public-Library-ChessCore/,Public_Library_ChessCore,ZrpIHkeC-Public-Library-ChessCore,PUB;c0e876b75d98447ebec1daafb8b13923,SimpleCryptoLife,library,1,1,1,0,0,2026-07-25T09:01:22+00:00,1,"The rules of chess as a reusable Pine engine. It doesn't display anything or think of any moves. It just defines what is legal. This is the foundation library of the  Chess  script, and it's built so that any Pine project needing real chess - a different engine, a puzzle board, a game replayer - can build on it without rewriting the rules.   🟩  WHAT IT DOES      Keeps the whole position in one object: the board, whose turn it is, castling rights, the en-passant target, the move clocks, and a cac"
https://www.tradingview.com/script/lQcCJQBF-PessimisticSim/,PessimisticSim,lQcCJQBF-PessimisticSim,PUB;c6b3c16aefa244729c516a8638689095,hbrown1190,library,1,1,0,0,0,2026-07-24T16:24:28+00:00,1,"Library   ""PessimisticSim""  Broker-agnostic pessimistic fill simulator. Runs a shadow account alongside any indicator or strategy, filling every signal at the worst plausible price (half-spread + slippage + a fraction of the adverse bar excursion) so you can see whether an edge survives real-world friction.  Instrument-agnostic: set pointValue for futures, pick a commission model, pick a sizing model, pick a fill model. Defaults reproduce spot crypto / stock behaviour (multiplier 1, percent comm"
https://www.tradingview.com/script/v9bmwTWg-KC-Institutional-Core-Library/,KC Institutional Core Library,v9bmwTWg-KC-Institutional-Core-Library,PUB;f19e881dfdf7498b87daa8114e03bab5,Kelly_Carter12,library,1,1,0,0,0,2026-07-23T12:04:51+00:00,1,"KC Institutional Core Library v1.0   KCInstitutionalCore is a reusable Pine Script v6 utility library created to support structured technical-analysis workflows without duplicating common helper logic across multiple indicators and strategies.  The library provides transparent and independently reusable functions for:     Score normalization and trade-quality grading  Premium, Discount and Equilibrium classification  Risk-to-reward calculation  Risk-based position-size estimation  Timeframe-awar"
https://www.tradingview.com/script/KGzrNzOr-Trade-Wzrd-Library-Alert-String-Utils/,Trade Wzrd - Library Alert String Utils,KGzrNzOr-Trade-Wzrd-Library-Alert-String-Utils,PUB;033005faaa90442a9bce0a25c17aea24,trade-wzrd,library,1,1,1,0,0,2026-07-22T14:13:46+00:00,1,"Trade Wzrd - Library Alert String Utils  WHAT IT IS Open-source Pine library that builds comma-separated webhook alert strings for automated order commands. Import name: TradeWzrdAlerts.  This is an educational protocol helper for strategy and indicator authors. It is not a signal service and does not place broker orders by itself.  WHY IT EXISTS (ORIGINALITY) Most automation scripts hand-concatenate alert text. That causes dialect drift, missing parameters, and broken multi-command messages. Th"
https://www.tradingview.com/script/Ihp5cMvZ-TargetExcursionLib/,TargetExcursionLib,Ihp5cMvZ-TargetExcursionLib,PUB;9b59be6a76454c748d5910d6c737eae8,cybermediaboy,library,1,3,0,0,0,2026-07-21T15:36:18+00:00,1,"Library   ""TargetExcursionLib""   Parent supplies origin price/scale, direction, and path high/low/close series. Library derives no hidden source data. Returns bands.ready, bands.status, bands.effectiveSupport, and bands.resolvedCount. Before minimum support: status is exactly ""band stats not ready yet"" and all band levels are na.   f_input(direction, originPrice, originScale, predictionValid, directionProbability, externalReliability)    Construct a generic target input from series values.   Par"
https://www.tradingview.com/script/xYqT74BJ-LunarTick/,LunarTick,xYqT74BJ-LunarTick,PUB;a687b2d3e52247c29a45b1a16e55bb5a,gambcl,library,1,1,1,0,0,2026-07-19T20:40:34+00:00,1,"Library   ""LunarTick""  LunarTick shared library   is_bullish(bars_ago)    Determines if a bar is bullish   Parameters:      bars_ago (int) : Specifies which bar to be used   Returns: True if specified bar is bullish, otherwise false   is_bearish(bars_ago)    Determines if a bar is bearish   Parameters:      bars_ago (int) : Specifies which bar to be used   Returns: True if specified bar is bearish, otherwise false   format_timeframe_period(period)    Formats a timeframe period for display   Para"
https://www.tradingview.com/script/Se3UAdnM-BBMG-ETH/,BBMG_ETH,Se3UAdnM-BBMG-ETH,PUB;e6d7b3beb0ca4d0ca4853e76d212f60b,ata_sabanci,library,1,3,4,0,0,2026-07-19T19:57:09+00:00,1,"Library   ""BBMG_ETH""  Research dataset: descriptive Bollinger Band statistics for ETHUSDT across timeframes. Numeric tables only; no signals or advice.   supported_tfs()    Timeframes covered by this version, in timeframe.period notation.   Returns: array   meta(tf)    Dataset metadata for a timeframe.   Parameters:      tf (string) : Timeframe in timeframe.period notation.   Returns: array  ; empty if uncovered.   tbl_engagement(tf)    Upward-swing vs upper-band engagement census.   Parameters:"
